product_id,product_name,product_width,product_length,material,color,packaging_weight,manufacturer,price,release_date
537,Onion - Dried,65.18,2.92,glass,Red,1.8,Zoovu,66.13,1/26/2003
538,Soup - Campbells Mushroom,73.35,77.43,plastic,Aquamarine,1.92,Vipe,441.54,9/17/2002
539,Sauce - Chili,4.75,17.13,wood,Turquoise,2.96,Chatterpoint,749.3,10/5/2008
540,Cheese - Oka,98.92,97.35,wood,Violet,4.11,Voonder,767.49,8/24/2021
541,"Crab - Claws, 26 - 30",6.33,87.74,wood,Teal,4.65,Yodel,190.62,4/3/2013
542,Wine - Sauvignon Blanc Oyster,85.88,69.93,metal,Mauv,0.76,Skynoodle,347.7,12/16/2000
543,Muffin Batt - Carrot Spice,60.31,77.55,wood,Indigo,7.66,Meevee,392.69,12/21/2006
544,Soup Campbells - Tomato Bisque,19.88,72.63,metal,Puce,9.44,Feedmix,818.18,4/17/2019
545,"Napkin - Cocktail,beige 2 - Ply",66.16,92.83,metal,Indigo,4.71,Photospace,532.33,1/18/2011
546,Kiwi,32.27,38.99,plastic,Aquamarine,4.45,Zoomzone,440.31,11/5/2011
547,Wine - Ice Wine,93.83,1.7,metal,Khaki,8.44,Thoughtmix,188.14,3/7/2017
548,Huck White Towels,81.33,54.58,metal,Violet,8.18,Eabox,621.56,6/18/2021
549,Muffin Mix - Lemon Cranberry,4.56,22.24,plastic,Puce,9.35,Youspan,787.35,10/18/2005
550,Beer - Camerons Cream Ale,32.32,85.74,metal,Yellow,7.33,Cogilith,381.62,7/30/2022
551,Drambuie,38.62,15.23,wood,Teal,3.26,Riffpath,465.62,9/22/2008
552,Flour - Teff,62.55,64.17,wood,Crimson,9.78,Pixope,412.97,5/31/2017
553,Nantucket Apple Juice,1.73,24.39,wood,Yellow,4.76,Zoonder,644.03,4/21/2014
554,Wine - Port Late Bottled Vintage,28.32,4.81,wood,Blue,7.38,Youopia,746.66,12/27/2017
555,Brandy - Bar,57.5,33.97,plastic,Indigo,9.57,Photofeed,274.91,7/14/2018
556,Tea - Vanilla Chai,21.89,97.82,wood,Pink,2.66,Tagcat,798.12,9/20/2003
557,Lychee,83.57,98.71,plastic,Indigo,1.34,Gigaclub,677.5,9/16/2002
558,Kirsch - Schloss,41.11,37.3,glass,Green,9.74,Quimm,662.99,1/9/2010
559,Beef - Ox Tongue,12.72,3.08,plastic,Red,0.64,Quinu,851.54,4/16/2012
560,"Pasta - Bauletti, Chicken White",13.9,88.3,glass,Purple,1.45,Youspan,571.82,5/10/2010
561,Wine - Barbera Alba Doc 2001,76.46,88.89,glass,Khaki,9.16,Oyonder,936.02,8/8/2008
562,Cheese - Wine,34.88,48.07,metal,Orange,4.13,Cogilith,320.53,8/26/2008
563,Grapefruit - White,7.57,51.29,metal,Mauv,9.43,Mymm,521.93,9/6/2013
564,Wine - Ej Gallo Sierra Valley,97.46,63.46,wood,Aquamarine,1.55,Aimbo,874.24,1/14/2003
565,Clams - Canned,19.54,38.03,wood,Blue,1.1,Realpoint,704.94,4/6/2008
566,"Bread - Sticks, Thin, Plain",11.26,80.44,plastic,Fuscia,5.3,Oozz,70.91,12/4/2002
567,Venison - Ground,34.44,45.92,glass,Red,0.5,Zoomdog,288.83,8/25/2007
568,Goat - Whole Cut,37.12,74.99,wood,Khaki,3.55,Thoughtbeat,948.96,5/29/2010
569,Soup - Campbells Broccoli,45.87,24.05,plastic,Fuscia,0.6,Yodoo,350.95,2/16/2011
570,Sponge Cake Mix - Chocolate,95.64,40.82,plastic,Khaki,4.71,Jaxspan,269.61,9/2/2011
571,Lobak,41.99,74.29,metal,Violet,1.68,Wordtune,571.0,1/30/2001
572,Bread - Raisin,97.57,3.97,wood,Yellow,9.9,Flashpoint,479.88,12/28/2007
573,Wine - Cousino Macul Antiguas,11.88,96.39,plastic,Goldenrod,9.32,Tambee,931.83,9/26/2015
574,Pumpkin,26.21,16.93,plastic,Teal,5.0,Devpulse,903.26,6/29/2011
575,Triple Sec - Mcguinness,45.19,31.65,metal,Purple,9.35,Photobug,566.47,10/3/2005
576,Compound - Strawberry,37.61,70.78,wood,Puce,3.78,Omba,556.09,11/25/2007
577,Foie Gras,34.52,28.04,metal,Teal,7.06,Meedoo,886.87,4/27/2016
578,Breakfast Quesadillas,59.35,91.68,glass,Aquamarine,1.0,Fadeo,117.89,7/13/2012
579,Wine - Manischewitz Concord,35.46,97.53,wood,Green,9.32,Skinder,253.91,8/12/2022
580,Muffin - Mix - Bran And Maple 15l,32.76,89.91,wood,Teal,7.03,Centidel,926.57,5/16/2017
581,Muffin Chocolate Individual Wrap,38.3,51.91,wood,Orange,7.92,Quimba,299.29,5/15/2004
582,Containter - 3oz Microwave Rect.,12.54,82.18,glass,Goldenrod,9.05,Devify,614.66,1/26/2015
583,Truffle - Whole Black Peeled,19.8,23.39,glass,Pink,1.57,Pixoboo,515.08,12/15/2019
584,Russian Prince,92.57,3.71,metal,Pink,9.1,Innojam,4.24,4/14/2001
585,Apple - Granny Smith,66.92,27.05,wood,Purple,3.29,Dabtype,9.37,1/12/2006
586,Wine - Piper Heidsieck Brut,11.73,97.64,glass,Aquamarine,0.98,Browsebug,303.24,7/17/2004
587,Cocoa Butter,75.92,6.07,plastic,Indigo,9.18,Realpoint,218.17,1/28/2012
588,Oil - Pumpkinseed,76.59,82.83,metal,Pink,1.62,Ntag,491.02,11/20/2018
589,Praline Paste,6.23,40.85,metal,Teal,6.53,Agimba,795.15,7/12/2004
590,"Beans - Black Bean, Preserved",3.34,67.9,glass,Mauv,1.13,Oyonder,844.93,3/30/2004
591,Cookie Choc,79.8,53.88,glass,Orange,7.44,Eadel,541.69,3/17/2005
592,"Flour - Corn, Fine",28.68,68.22,glass,Fuscia,7.41,Yodo,686.53,6/7/2018
593,Banana Turning,79.72,46.93,metal,Turquoise,9.73,Mynte,893.12,1/4/2016
594,Crackers - Melba Toast,60.09,68.29,plastic,Khaki,3.89,Quaxo,217.81,4/13/2019
595,Lettuce - Romaine,24.76,44.34,metal,Orange,1.02,Photospace,537.32,11/17/2017
596,Rolled Oats,22.67,82.75,glass,Red,0.19,Chatterbridge,11.04,7/1/2013
597,Beer - Pilsner Urquell,29.03,71.03,glass,Khaki,0.18,Quimba,602.96,12/25/2000
598,Cream Of Tartar,4.84,32.82,metal,Orange,8.85,Miboo,895.43,4/3/2019
599,Rabbit - Whole,95.31,45.54,metal,Teal,6.28,Flipbug,991.52,3/25/2003
600,"Cheese - Mozzarella, Buffalo",31.4,49.18,wood,Yellow,3.04,Reallinks,605.71,11/22/2018
601,Lettuce - Boston Bib,52.44,69.45,glass,Crimson,1.62,Blognation,276.48,3/27/2014
602,Shallots,7.03,13.71,metal,Crimson,2.07,Vimbo,100.9,12/29/2020
603,Bread - Rosemary Focaccia,63.31,64.79,glass,Red,2.75,Pixonyx,415.28,7/7/2000
604,Wine - Rosso Toscano Igt,5.1,98.96,glass,Violet,1.33,Talane,327.57,4/13/2016
605,Gatorade - Cool Blue Raspberry,84.15,33.47,plastic,Green,0.31,Demizz,19.61,5/15/2000
606,Calypso - Black Cherry Lemonade,18.15,47.64,glass,Purple,1.78,Teklist,79.11,5/5/2022
607,Teriyaki Sauce,71.7,82.27,wood,Green,4.76,Twimm,774.72,4/12/2022
608,Onions - Cooking,48.52,97.56,metal,Green,5.98,Skinix,251.1,6/25/2009
609,Table Cloth 62x120 White,53.47,89.44,plastic,Mauv,3.81,Bluejam,739.6,7/14/2015
610,Fondant - Icing,30.25,8.59,metal,Teal,6.12,Voomm,810.83,1/2/2009
611,"Nut - Almond, Blanched, Ground",14.63,64.09,plastic,Khaki,1.09,Brainlounge,372.33,2/16/2012
612,Turnip - Wax,42.15,39.82,wood,Puce,1.57,Wikibox,965.88,5/24/2003
613,Pastry - Mini French Pastries,80.45,71.71,wood,Aquamarine,6.43,Quimm,938.66,9/13/2016
614,Pear - Prickly,63.04,82.24,metal,Blue,0.38,Podcat,428.12,12/12/2009
615,"Pasta - Fettuccine, Dry",49.86,22.12,glass,Teal,0.67,Topiclounge,805.35,2/28/2019
616,Anchovy In Oil,43.38,79.81,wood,Khaki,9.5,Eazzy,791.32,2/18/2012
617,"Pepper - Black, Crushed",95.6,6.86,glass,Aquamarine,1.57,Roomm,865.84,5/31/2011
618,Ice Cream Bar - Rolo Cone,59.07,52.81,metal,Blue,6.42,Dabtype,98.51,8/21/2018
619,Soup - Campbells - Chicken Noodle,80.12,43.22,glass,Blue,4.22,Vinder,690.71,2/18/2000
620,Cocoa Butter,27.37,4.6,wood,Turquoise,2.08,Tagchat,986.98,1/27/2022
621,Bread Base - Italian,15.27,42.32,metal,Violet,2.03,Viva,375.33,11/11/2007
622,Bowl 12 Oz - Showcase 92012,37.82,3.76,glass,Pink,6.12,Browsedrive,986.77,6/22/2014
623,Jameson - Irish Whiskey,55.96,63.63,glass,Red,0.79,Skinix,652.11,12/4/2015
624,Lettuce - Radicchio,71.58,74.44,metal,Fuscia,1.31,Aimbo,91.07,7/31/2000
625,Beer - Guiness,83.53,86.66,wood,Violet,2.46,Wikibox,246.66,6/27/2001
626,Cleaner - Comet,38.09,77.56,wood,Turquoise,6.48,Jatri,280.73,4/13/2008
627,Soup - Campbells Pasta Fagioli,44.78,60.05,plastic,Goldenrod,7.6,Tekfly,171.34,7/20/2016
628,Foil Cont Round,26.7,57.99,wood,Khaki,8.65,Rhynoodle,322.41,2/26/2013
629,Baking Powder,11.82,19.91,plastic,Green,2.01,Jabberstorm,823.21,6/17/2007
630,Halibut - Steaks,51.09,39.78,wood,Blue,1.59,Youtags,209.9,7/22/2010
631,Foil Wrap,23.41,51.66,glass,Pink,7.5,Jayo,281.82,2/2/2020
632,"Wine - Magnotta, Merlot Sr Vqa",78.18,44.04,plastic,Indigo,6.74,Rhybox,231.38,2/17/2000
633,External Supplier,8.63,30.33,metal,Fuscia,4.97,Innotype,360.26,7/26/2015
634,"Rum - Spiced, Captain Morgan",83.92,50.02,plastic,Blue,3.12,Ooba,49.88,4/3/2008
635,Wasabi Powder,11.23,85.25,wood,Maroon,8.26,Talane,807.11,2/1/2014
636,Cocoa Powder - Natural,45.35,9.85,plastic,Teal,7.38,Skipstorm,442.38,6/9/2000
637,Turnip - Wax,46.29,78.15,glass,Puce,3.97,Feedfire,15.1,9/3/2001
638,Pastry - Chocolate Marble Tea,8.77,25.55,metal,Red,8.43,Jaloo,198.52,1/1/2020
639,Containter - 3oz Microwave Rect.,2.82,36.32,glass,Teal,0.55,Trunyx,555.88,7/26/2013
640,Wine - Crozes Hermitage E.,25.76,71.29,glass,Red,1.41,Tekfly,306.21,4/5/2007
641,Wine - Piper Heidsieck Brut,18.1,68.83,glass,Orange,3.93,Katz,625.51,5/5/2000
642,Lettuce - Frisee,61.3,95.41,glass,Orange,8.19,Topicblab,25.63,2/15/2021
643,"Rum - White, Gg White",81.81,59.5,glass,Red,4.14,Meezzy,347.31,1/10/2000
644,Pastry - Plain Baked Croissant,74.83,48.66,plastic,Crimson,8.46,Voonte,583.15,12/18/2002
645,Shallots,94.36,16.07,metal,Aquamarine,0.8,Trudoo,362.27,10/21/2004
646,Wine - Casillero Del Diablo,63.47,87.17,plastic,Aquamarine,3.24,Mymm,304.6,6/24/2004
647,Plate Pie Foil,28.9,25.71,metal,Green,4.68,Thoughtsphere,381.58,10/27/2010
648,Wine - Stoneliegh Sauvignon,47.82,25.5,wood,Violet,6.86,Yacero,165.71,9/7/2017
649,"Veal - Chops, Split, Frenched",48.18,5.63,plastic,Violet,2.98,Twitternation,253.2,7/10/2016
650,Steam Pan Full Lid,99.92,94.3,glass,Turquoise,4.14,Skiba,502.88,6/5/2007
651,Carbonated Water - Orange,13.61,30.12,glass,Red,9.91,Skilith,724.06,7/26/2001
652,"Veal - Inside, Choice",76.53,12.38,glass,Green,7.72,Trudeo,201.04,6/19/2015
653,"Pepper - Julienne, Frozen",98.29,29.28,metal,Mauv,5.79,Avamm,263.62,5/7/2009
654,Scallops - Live In Shell,4.74,38.27,wood,Green,0.86,Gigabox,296.41,11/12/2019
655,Pork - Hock And Feet Attached,18.69,54.98,wood,Teal,3.07,Divape,811.79,7/3/2022
656,Apron,8.99,77.33,plastic,Mauv,3.75,JumpXS,969.49,2/6/2011
657,"Chilli Paste, Sambal Oelek",66.85,27.25,glass,Purple,5.0,Meejo,763.29,8/20/2012
658,Soup - Cream Of Potato / Leek,63.7,82.21,plastic,Green,2.51,Topdrive,751.56,3/14/2000
659,"Bread - Sticks, Thin, Plain",29.2,1.2,plastic,Yellow,6.9,Zoozzy,497.4,4/7/2007
660,Squash - Pepper,57.55,30.95,wood,Maroon,3.58,Muxo,596.35,8/15/2012
661,"Pasta - Gnocchi, Potato",99.67,44.05,wood,Fuscia,6.96,Abatz,79.75,5/20/2002
662,Steamers White,65.01,20.75,metal,Red,4.27,Jatri,839.34,7/24/2013
663,Sprouts - Alfalfa,81.73,50.84,plastic,Crimson,7.65,Skippad,62.2,12/24/2002
664,Flour Dark Rye,49.27,39.97,wood,Indigo,0.48,InnoZ,787.36,9/2/2017
665,Rabbit - Frozen,11.35,79.09,plastic,Yellow,1.99,Jabbersphere,808.98,3/11/2003
666,"Bread - Rolls, Rye",93.47,15.57,wood,Blue,3.87,Quatz,789.66,4/19/2018
667,Water - Tonic,76.25,53.62,wood,Pink,3.96,Skimia,355.31,3/21/2016
668,Pheasants - Whole,76.82,95.2,glass,Violet,9.39,Riffpedia,847.4,6/23/2003
669,Oil - Olive,9.83,18.1,wood,Red,3.41,Gabspot,891.63,3/13/2009
670,"Noodles - Cellophane, Thin",30.59,58.78,metal,Teal,9.67,Realbridge,376.15,1/9/2002
671,Island Oasis - Cappucino Mix,71.97,42.96,plastic,Crimson,7.24,Feedmix,886.28,6/4/2019
672,Icecream - Dibs,95.86,33.81,wood,Mauv,1.74,Zoomdog,199.78,4/15/2005
673,"Bread - Roll, Italian",52.56,62.18,metal,Blue,1.12,Jayo,423.96,7/2/2014
674,Fond - Chocolate,97.51,70.14,glass,Teal,4.63,Einti,781.42,7/9/2015
675,Oxtail - Cut,32.54,14.56,glass,Purple,8.34,Trilith,582.57,9/26/2007
676,Mushroom - Crimini,71.0,31.1,plastic,Pink,4.25,Voomm,873.22,2/15/2011
677,Wine - George Duboeuf Rose,87.37,68.73,wood,Yellow,5.48,Rhybox,101.23,9/2/2013
678,Flower - Commercial Bronze,92.26,50.35,glass,Green,9.9,Wordware,87.08,2/11/2021
679,"Shrimp - Baby, Cold Water",12.51,7.54,glass,Crimson,5.48,Kaymbo,782.36,1/27/2010
680,Skirt - 29 Foot,85.37,27.2,glass,Orange,2.09,Fliptune,760.81,5/23/2019
681,Cranberries - Dry,66.97,22.39,metal,Indigo,1.95,Voolia,220.83,1/4/2016
682,Wine - Delicato Merlot,86.44,42.39,wood,Turquoise,1.55,Yata,670.28,2/29/2020
683,Cotton Wet Mop 16 Oz,82.99,17.56,metal,Red,3.02,Skyba,45.46,4/29/2004
684,Broom Handle,95.35,80.99,glass,Goldenrod,3.33,Flashpoint,695.81,10/10/2008
685,"Mushroom - Enoki, Dry",58.11,7.1,wood,Puce,6.76,Yacero,822.1,10/1/2022
686,Loquat,88.39,41.66,metal,Pink,3.04,Innojam,735.52,9/20/2009
687,"Juice - Pineapple, 341 Ml",94.76,59.88,plastic,Fuscia,0.52,Zoomdog,913.61,3/6/2017
688,Pancetta,70.19,37.3,wood,Crimson,0.53,Pixonyx,624.42,7/23/2004
689,Kellogs Special K Cereal,23.21,24.86,metal,Yellow,9.25,Layo,349.5,6/10/2022
690,Spic And Span All Purpose,75.28,61.9,plastic,Mauv,9.11,Wordtune,335.55,10/15/2012
691,Lid - 0090 Clear,58.62,60.16,wood,Aquamarine,6.15,Realcube,358.25,2/18/2004
692,"Mushroom - Enoki, Dry",9.26,41.55,metal,Goldenrod,7.11,Skalith,749.4,4/11/2017
693,Appetizer - Chicken Satay,31.96,35.35,glass,Puce,2.57,Tagchat,308.19,6/2/2005
694,Spice - Paprika,90.41,65.75,wood,Blue,4.88,Skynoodle,305.05,7/13/2010
695,"Cheese - Woolwich Goat, Log",69.17,87.77,metal,Khaki,7.3,Dynava,318.61,3/30/2008
696,Butter Ripple - Phillips,56.16,90.54,plastic,Khaki,6.72,Yotz,720.01,2/26/2003
697,"Artichokes - Knobless, White",42.91,24.14,plastic,Fuscia,4.71,Dabtype,126.38,5/18/2008
698,Bread - Pain Au Liat X12,22.87,97.47,plastic,Pink,4.77,Mymm,200.62,6/27/2009
699,Cinnamon Rolls,5.26,87.75,wood,Violet,4.34,Shufflebeat,521.19,12/18/2015
700,Pork - Liver,92.51,29.03,glass,Maroon,3.8,Innotype,445.01,6/10/2005
701,Ice Cream Bar - Oreo Sandwich,3.73,54.91,metal,Mauv,5.76,Katz,907.59,11/20/2007
702,"Wine - Saint - Bris 2002, Sauv",69.52,25.39,metal,Fuscia,8.9,Dablist,751.39,6/4/2021
703,Veal - Loin,19.96,82.16,glass,Blue,3.14,Dabshots,186.68,1/4/2003
704,Energy Drink Bawls,74.12,93.41,glass,Orange,1.93,Fadeo,35.41,10/21/2005
705,Shrimp - 150 - 250,34.97,83.55,wood,Aquamarine,9.85,Topicblab,529.58,3/14/2009
706,Cheese - St. Paulin,21.99,55.1,wood,Mauv,0.78,Blognation,711.09,10/30/2014
707,Sauce - Demi Glace,72.52,1.63,metal,Crimson,1.67,Twitterbeat,304.74,7/1/2017
708,"Pasta - Fettuccine, Dry",81.81,61.75,wood,Mauv,1.09,Katz,815.45,6/1/2005
709,Creme De Menth - White,4.5,38.54,plastic,Fuscia,1.13,Zazio,318.42,4/4/2016
710,Chips Potato All Dressed - 43g,77.29,10.58,plastic,Pink,7.39,Izio,695.08,7/8/2019
711,Wine - Prosecco Valdobiaddene,2.73,57.15,plastic,Pink,1.01,Gigashots,973.44,11/11/2002
712,"Tortillas - Flour, 12",8.48,46.96,wood,Mauv,3.05,Devpulse,126.8,2/15/2013
713,Beans - French,29.37,54.18,wood,Mauv,7.81,Skinix,141.17,1/9/2008
714,"Clams - Littleneck, Whole",31.81,12.39,glass,Teal,8.68,Ailane,419.61,2/3/2002
715,Nantucket - Kiwi Berry Cktl.,12.25,48.41,plastic,Teal,6.35,Eimbee,990.9,1/13/2002
716,Plate Foam Laminated 9in Blk,39.96,37.52,glass,Khaki,8.93,Jaxworks,172.48,10/4/2020
717,"Wine - White, Antinore Orvieto",74.29,62.5,wood,Violet,3.13,Flipbug,603.65,5/9/2019
718,Wine - Ruffino Chianti,90.14,75.22,wood,Yellow,6.8,Meedoo,749.96,6/2/2007
719,Muffin Mix - Chocolate Chip,87.93,55.91,wood,Indigo,5.57,Ntags,108.19,2/12/2016
720,Soup Campbells Split Pea And Ham,46.8,71.33,wood,Indigo,5.85,Rhyloo,522.43,2/3/2010
721,Oil - Cooking Spray,17.49,64.05,wood,Turquoise,0.98,Zoomzone,911.76,6/11/2015
722,Carrots - Jumbo,4.1,26.79,glass,Violet,0.38,Jaxworks,114.17,11/6/2007
723,Sponge Cake Mix - Chocolate,17.12,87.39,plastic,Turquoise,2.23,Youfeed,745.43,1/18/2021
724,Mangostein,62.69,68.03,metal,Mauv,6.82,Yata,51.84,6/6/2003
725,Spinach - Packaged,88.35,77.12,wood,Aquamarine,1.83,Rhyloo,350.22,10/29/2002
726,"Corn - Cream, Canned",20.16,45.74,metal,Crimson,9.37,Aibox,968.22,8/18/2002
727,"Nut - Almond, Blanched, Whole",53.08,11.7,glass,Yellow,5.48,Layo,38.73,3/27/2004
728,"Chicken - Breast, 5 - 7 Oz",92.5,62.28,wood,Pink,2.56,Meevee,934.56,5/30/2012
729,Soup - Verve - Chipotle Chicken,92.67,37.15,glass,Puce,9.57,Midel,115.69,11/6/2019
730,"Olives - Black, Pitted",59.01,57.48,metal,Orange,0.42,Oyoyo,271.52,12/3/2006
731,"Wine - White, Mosel Gold",72.66,50.49,glass,Mauv,6.97,Brightbean,299.87,8/3/2018
732,"Mushroom - Oyster, Fresh",11.56,22.3,glass,Fuscia,1.22,Wordtune,116.27,8/5/2021
733,Daves Island Stinger,36.94,14.09,metal,Fuscia,5.24,Ooba,591.19,12/17/2020
734,Yogurt - French Vanilla,15.63,1.11,metal,Indigo,3.1,Skiba,919.24,4/20/2019
735,"Sauce - White, Mix",26.24,41.05,metal,Fuscia,2.42,Meejo,872.39,9/8/2019
736,"Tuna - Canned, Flaked, Light",88.65,28.21,plastic,Green,8.1,Wordpedia,732.77,6/13/2007
737,Pastry - Key Limepoppy Seed Tea,45.35,71.27,glass,Puce,3.87,Dynazzy,439.76,11/25/2007
738,Wine - Savigny - Les - Beaune,79.76,79.96,glass,Purple,3.37,Dynazzy,0.96,4/15/2005
739,Cucumber - English,18.48,92.11,glass,Purple,9.05,Snaptags,695.13,10/27/2014
740,Nougat - Paste / Cream,71.88,20.51,metal,Purple,3.78,Fliptune,946.54,10/22/2004
741,Wine - Chardonnay South,30.1,11.16,glass,Orange,4.62,Yotz,525.72,2/6/2007
742,Cod - Black Whole Fillet,10.61,16.72,metal,Yellow,0.99,Geba,657.77,6/1/2022
743,Amarula Cream,51.0,86.26,plastic,Crimson,5.61,Feedspan,723.98,7/26/2018
744,"Placemat - Scallop, White",8.61,39.8,plastic,Maroon,7.45,Skyble,429.8,12/20/2014
745,Wine - Chateauneuf Du Pape,98.69,80.18,plastic,Orange,9.78,Flipstorm,605.28,6/23/2021
746,Veal - Eye Of Round,7.77,76.93,wood,Teal,3.6,Tanoodle,498.72,8/30/2017
747,Juice - Happy Planet,17.91,81.53,glass,Mauv,0.59,Realcube,746.63,2/1/2014
748,Ginger - Crystalized,84.48,19.15,plastic,Aquamarine,1.25,Kwideo,763.3,2/9/2001
749,Island Oasis - Cappucino Mix,65.28,30.4,wood,Pink,2.88,Quinu,73.5,4/29/2013
750,Beets - Golden,46.3,13.91,wood,Turquoise,7.32,Roodel,753.68,8/16/2006
751,Lid - 3oz Med Rec,31.71,88.65,glass,Teal,1.72,Skinte,903.16,12/22/2000
752,"Chicken - Wings, Tip Off",27.45,20.14,plastic,Mauv,8.2,Mydeo,76.41,7/22/2020
753,Aspic - Clear,22.35,89.89,metal,Green,3.87,Avavee,563.26,2/24/2012
754,Cheese - Camembert,8.32,69.99,plastic,Orange,6.3,Zoovu,7.55,1/29/2001
755,Onions - Red Pearl,16.43,38.86,wood,Khaki,8.47,Tagfeed,476.91,2/6/2022
756,Paper - Brown Paper Mini Cups,26.42,31.07,wood,Turquoise,8.11,Jaloo,297.02,1/15/2021
757,Wine - Hardys Bankside Shiraz,53.5,92.96,metal,Red,3.57,Omba,562.19,7/8/2007
758,Creme De Banane - Marie,92.91,7.51,metal,Pink,4.2,Zooveo,928.95,1/12/2003
759,Bread - Kimel Stick Poly,25.4,54.66,glass,Violet,2.04,Wikibox,545.85,5/6/2004
760,Sea Bass - Fillets,97.93,55.95,wood,Turquoise,8.14,Yozio,383.81,3/20/2017
761,"Chestnuts - Whole,canned",62.4,9.83,plastic,Purple,0.42,Flipbug,746.8,7/1/2001
762,Cranberries - Fresh,11.46,77.65,metal,Red,3.47,Roomm,143.18,3/4/2021
763,Banana - Leaves,88.37,36.95,metal,Violet,9.11,Skippad,307.64,8/5/2010
764,Wine - Placido Pinot Grigo,68.16,94.23,wood,Violet,6.65,Cogibox,191.28,3/26/2015
765,Bread - Bistro Sour,48.9,53.6,plastic,Teal,6.77,Oyoba,957.18,10/7/2012
766,"Wine - White, Colubia Cresh",97.22,40.76,plastic,Aquamarine,7.3,Izio,514.74,10/23/2005
767,Pork - Shoulder,52.78,24.42,metal,Blue,7.32,Youfeed,923.77,12/24/2011
768,Bag - Clear 7 Lb,85.41,78.56,glass,Goldenrod,3.83,Meejo,380.43,12/9/2011
769,"Pasta - Cappellini, Dry",92.47,50.18,plastic,Indigo,1.42,Katz,539.52,11/12/2021
770,Flower - Daisies,89.36,11.0,glass,Indigo,9.07,Skilith,578.77,2/24/2000
771,Cookie Dough - Chunky,92.28,70.62,metal,Turquoise,3.67,Midel,56.35,8/12/2001
772,Appetizer - Sausage Rolls,67.22,56.08,metal,Turquoise,6.55,Voonix,680.91,4/19/2021
773,The Pop Shoppe - Lime Rickey,20.05,32.49,metal,Khaki,3.23,Ainyx,779.3,12/11/2005
774,Sobe - Tropical Energy,55.43,13.79,plastic,Violet,8.49,Trunyx,951.92,3/14/2019
775,Yoplait - Strawbrasp Peac,99.34,78.09,glass,Maroon,7.02,Topiclounge,801.56,6/6/2005
776,Plate Foam Laminated 9in Blk,30.5,14.48,glass,Maroon,0.87,Skibox,596.66,10/25/2001
777,"Sauce - Black Current, Dry Mix",61.71,45.42,plastic,Turquoise,7.24,Trudoo,170.5,12/7/2022
778,Peach - Halves,95.37,74.88,metal,Teal,5.49,Edgetag,213.13,12/27/2001
779,Creme De Banane - Marie,3.71,67.42,metal,Orange,4.28,Quimba,601.0,4/24/2018
780,Salami - Genova,6.63,35.13,glass,Orange,8.73,Bluejam,445.93,3/17/2005
781,Soup - Campbells Chili,78.99,86.91,metal,Yellow,2.71,JumpXS,206.81,9/15/2000
782,Pork - Liver,17.06,58.24,metal,Fuscia,8.96,Meezzy,775.27,6/13/2019
783,Maintenance Removal Charge,77.22,76.36,metal,Green,1.07,Eamia,637.74,9/5/2011
784,"Cheese - Mozzarella, Shredded",66.25,36.81,plastic,Purple,3.71,Realbridge,251.62,8/19/2019
785,Chicken - Bones,72.55,34.25,metal,Green,0.12,Tambee,264.94,3/23/2010
786,Hipnotiq Liquor,24.93,28.09,plastic,Purple,5.72,Vitz,836.33,12/18/2011
787,Bread - Raisin Walnut Oval,61.75,96.67,plastic,Yellow,8.82,Tekfly,96.37,1/21/2001
788,Allspice - Jamaican,45.66,3.82,glass,Violet,7.8,Innojam,571.62,9/28/2013
789,Mustard - Seed,94.8,35.09,glass,Green,3.89,Meetz,339.72,6/7/2006
790,"Bread - White, Unsliced",78.29,42.33,plastic,Turquoise,8.07,Twitterlist,555.3,4/9/2020
791,Pasta - Agnolotti - Butternut,38.29,7.74,wood,Crimson,2.86,Rhynoodle,893.41,8/17/2012
792,Dip - Tapenade,12.36,49.27,wood,Pink,4.74,Jatri,230.63,12/25/2014
793,Soup Campbells Split Pea And Ham,25.25,1.91,plastic,Indigo,4.87,Jaxnation,773.15,10/8/2015
794,"Oil - Truffle, White",80.18,84.47,wood,Puce,8.45,Mudo,499.82,9/17/2003
795,Extract - Rum,1.51,37.63,plastic,Blue,0.88,Jayo,36.9,5/19/2012
796,Bread - Kimel Stick Poly,73.53,56.94,metal,Teal,9.03,Kazu,56.88,9/24/2014
797,Milk - 2% 250 Ml,13.3,10.87,metal,Purple,3.32,Devify,287.36,7/18/2021
798,"Fish - Atlantic Salmon, Cold",58.51,61.57,wood,Crimson,2.06,Roomm,251.69,1/29/2014
799,Wine - Vineland Estate Semi - Dry,86.24,92.69,wood,Fuscia,7.12,Quinu,5.33,3/1/2021
800,Wonton Wrappers,94.59,42.48,plastic,Teal,1.4,Meedoo,607.47,3/18/2016
801,Banana Turning,40.64,39.14,wood,Turquoise,1.67,Brainbox,993.84,4/22/2001
802,"Bread - Multigrain, Loaf",24.58,97.13,wood,Mauv,2.89,Oozz,920.5,2/17/2006
803,"Wine - Red, Cooking",48.86,97.82,metal,Maroon,6.1,Ntag,188.62,9/18/2016
804,"Pasta - Rotini, Dry",80.14,45.68,plastic,Green,9.03,Yabox,82.11,3/22/2012
805,Mussels - Frozen,11.04,29.06,metal,Puce,8.09,Mydo,374.66,8/19/2004
806,Wine - Red Oakridge Merlot,2.61,26.52,wood,Purple,3.49,Kazu,557.58,5/11/2001
807,Sword Pick Asst,60.3,62.71,glass,Puce,9.97,Blogpad,11.26,11/16/2003
